"","ID","sex","race","class","major","math.level","modality","MEA","MLA","SelfEfficacy","Technology","Cooperative","Deductive","Demonstrative","Inductive","Integrative","Lecturebased","Repetitive","TeacherCtrd","StudentCtrd","SocialEngg","BehaveEngg","Resource"
"1",1,"female","Asian","yr3","Health","stats","Visual",1.13453104852624,0.34015653575205,-0.614906842424405,-0.637759235808825,0.911814971481315,0.0560016301490685,0.240291614229008,0.44542354501553,0.940877852244022,0.243123301261025,0.641336440701639,0.218152556837295,0.472676775608894,-0.309145998180267,-0.0161769602403456,-0.358437539416235
"2",2,"female","white","yr2","Health","stats","Auditory",0.94674755180896,0.923123995918116,0.531541354059411,-0.52346246368797,1.22834917694834,1.06881451553093,0.98496828460634,1.04670696929318,1.44431016915442,0.822264232927172,1.17361677738031,0.94623946638334,1.04642472776045,0.799665015425489,0.439412382073456,0.171851225272812
"3",3,"female","white","yr2","STEM","other","Visual",-0.05438741547374,-0.395149786756664,1.37202568954065,0.372645175736505,0.364978244758932,0.89153613833696,0.534139825439236,0.970053111819988,0.864751878671127,0.867092996961191,0.997962990959085,0.765178754719605,0.702173901616106,-0.361740694716821,0.641874101642683,0.0645764886844181
"4",4,"female","other","yr1","Other","math02","Visual",-0.429954408908301,-0.504621503795907,0.531541354059411,-0.342644930690824,-1.1163972717174,-0.469380637706444,-0.919688449282027,-0.606562473531268,-1.09232026860227,-0.063565116894112,-1.03168684164012,-0.522602868382375,-0.796232873317831,0.498832176892588,-0.333067775859753,-0.19082945685267
"5",5,"female","other","yr1","STEM","math04","Kinesthetic",-0.611726844482043,-0.504621503795907,3.06194072714687,0.213149800614816,-0.87602189496994,0.4984562456349,1.10097189451854,1.25914244045875,1.38721401337945,1.17087867928392,1.3947885981991,0.912216536829642,0.942328749943758,1.359405048502,0.71122336498988,0.144386708274459
"6",6,"female","white","yr1","Other","math02","Auditory",0.212104643582779,-0.17457575460281,2.01748048433058,-0.522723111891984,-0.416435789647755,-0.444458546350357,-0.164183155786579,0.0811414274320902,-0.365867054384616,-0.146514196669027,0.042716665347872,-0.217220238329857,-0.115613160071503,0.498832176892588,0.255634022676079,-0.0232213742891059
"7",7,"female","white","yr1","Health","stats","Auditory",0.212104643582779,-0.10599014763356,-0.937634239819369,-0.530320114226128,-0.848376503091276,-0.846139243769802,-0.898459772565904,-1.23205651275302,-0.120803279685242,-1.25658070193087,-1.82826755192171,-1.04350303201252,-0.866056316337195,-0.298637189447108,0.324983286023276,0.366923824834731
"8",8,"male","white","yr3","Business","math03","Visual",0.965091801560686,0.852907790873498,-0.835646286151844,-0.257530035903545,-1.01733047145181,-0.0774469058159844,0.0531734392923068,-0.0318049542476314,-0.196316072658043,-0.242900451644256,-0.495662801471558,-0.132424939146981,-0.126296056892404,-0.414335391253375,0.179266318409172,-0.358437539416235
"9",9,"female","white","yr2","Other","other","Visual",-1.95427297461584,-0.33307159078756,1.25327419948074,-0.629239722025429,-0.714265845262028,0.105270146496298,0.631257768618068,0.104774058049159,0.47868402775418,0.605941803007091,0.106971763328733,0.367988960007687,0.238134295416717,-0.361740694716821,-0.52851105450927,-0.358437539416235
"10",10,"male","Asian","yr5+","STEM","other","Kinesthetic",-1.66943666580759,-0.504621503795907,1.5760015968757,1.54440808382336,-0.378427072283174,1.00801961916395,0.517494097748784,-0.564108082799444,0.179750079238128,0.404532395541499,-0.73707659559186,0.474722099103299,-0.0621883599648986,-0.921320483979226,-0.53552949542898,0.0730501919224211
"11",11,"male","Black","yr3","STEM","math01","Visual",0.193760393831053,-0.288695653561911,-1.88010652896813,1.54440808382336,-1.4375141590719,-0.516330927225256,-1.18990072764823,-0.556103235017812,-0.441309118052319,-0.3635827855763,-0.266294091174467,-0.597249582507613,-0.806383719571018,0.404151592552639,-0.604878758776177,-0.298104193441065
"12",12,"male","white","yr5+","STEM","math03","Visual",1.28214765351652,-0.0439119516644561,-1.5830890346093,1.54440808382336,-0.409689212650798,0.196875686148723,0.730158344471738,-0.372942649798315,-1.02920469602012,0.1048482100062,0.323537922918182,0.315802603575438,-0.0919254287386466,-0.414335391253375,0.0531723031068516,-0.103031593879146
"13",13,"female","white","yr2","Health","stats","Auditory",-0.995158070168927,0.62043803666025,1.25327419948074,0.279489450200557,-0.212414389006894,0.528292508388445,0.487025516633723,-0.742586363370037,0.230575462078645,-0.787113080834224,0.157979207164161,0.104516444068233,-0.116345951561685,0.208347903278743,0.71122336498988,-0.358437539416235
